"";"count";"area";"type";"dist_paved";"dist_unpaved";"dist_rail";"dist_silos";"dist_fridge";"dist_prot";"dist_settlement";"pop_mean";"crop";"fl";"time"
"24392";3;300;"p";2637,54990652879;2845,96064049696;22424,4650200271;127152,394492282;18549,7897445693;74822,2720806498;17966,1368955385;9,60959053039551;"7";"3";"Feb19"
"24393";3;300;"p";146,382719363838;830,036319279717;6253,14757237129;129164,021102509;7087,87599262555;69801,6394953334;7364,66364819402;8,41869220251218;"7";"0";"Feb19"
"24394";5;500;"p";90,9874945792719;265,691331064471;5254,79041043615;129593,78133672;6180,6874151054;68815,0484554231;6444,73986100174;8,15964296214236;"7";"3";"Feb19"
"24395";52;5200;"p";342,054573256716;583,230565214695;3914,67415636321;134243,298272123;4193,72687988919;28027,551152779;4258,31509486303;1,29974992793091;"7";"3";"Feb19"
"24396";39;4700;"p";253,604096356399;564,546122427472;3947,03317442096;134266,197076409;4210,01514114641;27993,7449966314;4276,01128521044;2,03747409965747;"7";"3";"Feb19"
"24397";24;2400;"p";103,329330487843;546,391842902481;3988,58778085817;134291,658141672;4228,37780026405;27950,2856292112;4296,6779679746;0,0213718420534131;"7";"3";"Feb19"
"24398";7;700;"p";1075,01358696258;551,487879841701;949,772047716628;86058,042186797;4699,05070088749;96665,8919823487;5395,53092769305;0,0680489257967253;"7";"3";"Mar19"
"24399";9;900;"p";1361,00367951702;1430,68700994027;1477,26636785993;93741,0997275205;6389,36506437959;85591,5063801007;5708,2866408887;0,0739000225066052;"7";"3";"Mar19"
"24400";3;300;"p";138,663734952021;97,5623706847384;2979,31892869066;125739,620833436;5018,77813280915;61950,2784697302;4887,01991849328;3,87568163871765;"7";"3";"Mar19"
"24401";3;300;"p";102,73734091269;55,5282299144113;3021,39063506455;125750,918276314;5045,58888410069;61910,1854982797;4911,70301892628;1,41455399353931;"7";"3";"Mar19"
"24402";4;400;"p";2869,16099558611;2726,71956890689;24861,8168213378;126084,509804393;16323,1435171927;76309,624952154;15757,0597220694;8,61896325678737;"7";"3";"Mar19"
"24403";13;1300;"p";2829,64753015014;2734,61739609394;24870,482359342;126118,829196028;16336,9644517667;76280,8652107069;15771,6031033036;3,90053739824828;"7";"3";"Mar19"
"24404";4;400;"p";2654,2241906839;2958,28069450192;24541,1647274878;126396,654549737;16710,5453598064;75954,7122454198;16144,6244505026;8,04610443115234;"7";"3";"Mar19"
"24405";7;700;"p";2578,6350173633;2872,8039902746;24604,3353625367;126446,309573302;16697,6719712774;75924,7111169061;16133,5767746679;5,36632823944092;"7";"3";"Mar19"
"24406";11;1100;"p";2585,4305542234;2890,77663585584;24541,4026025811;126461,419365455;16747,2906481627;75896,5472004506;16182,449870975;6,03049952609035;"7";"3";"Mar19"
"24407";3;300;"p";2662,37663156475;3176,19605465021;23828,5581797207;126634,674216844;17315,5399251649;75580,4706285265;16742,7728201909;11,3458547592163;"7";"3";"Mar19"
"24408";11;1100;"p";2583,39045370263;3079,85075188687;23889,5567776574;126687,829078754;17304,1414786758;75545,675347571;16733,0863209714;5,85558618171432;"7";"3";"Mar19"
"24409";13;1300;"p";2581,21329218362;3102,63940304696;23827,3776359033;126711,445566466;17358,6360763174;75510,7267492953;16787,0504864432;2,18346342456363;"7";"3";"Mar19"
"24410";18;1800;"p";2661,67898020649;2898,28182268615;22489,0855097304;127106,723027151;18481,2952542183;74876,515815864;17897,7944491685;5,81673895914433;"7";"3";"Mar19"
"24411";14;1400;"p";2663,37332523591;2870,15373400895;22427,2663439611;127127,191346748;18534,8305170607;74845,9286111555;17950,8640050622;9,60959053039551;"7";"3";"Mar19"
"24412";7;700;"p";2569,18137402767;2819,19538368379;22492,5188243234;127192,211546863;18523,3094991313;74798,8066417692;17941,038037476;4,04507350921631;"7";"3";"Mar19"
"24413";4;400;"p";2554,85673511028;2775,08359320945;22428,6326419213;127228,416342894;18586,3306807538;74753,3420983966;18003,7794447186;4,04507350921631;"7";"3";"Mar19"
"24414";4;400;"p";148,562321194512;829,294451283442;6254,03162005998;129165,510199694;7089,64764387795;69802,2953610202;7366,3909287218;8,37376631966792;"7";"0";"Mar19"
"24415";3;300;"p";94,6819879621627;264,260498865746;5253,22932526273;129597,757793681;6181,20216024535;68813,1104764479;6445,1164446703;7,74207777735312;"7";"3";"Mar19"
"24416";41;4100;"p";337,024356875567;583,715164167487;3914,98631997611;134243,053523934;4193,05650183383;28027,1452124871;4257,72513563306;1,66714082919061;"7";"3";"Mar19"
"24417";36;3600;"p";261,844329142768;564,268487964803;3946,01196197257;134266,077406245;4210,43625486149;27994,8957246678;4276,30328391824;2,03305498574977;"7";"3";"Mar19"
"24418";3;300;"p";5003,90587739748;29,1292764813952;11049,3586248305;134984,060345611;16130,5768707102;66232,0627180871;16592,8801183868;2,46973061561584;"7";"3";"Mar19"
"24419";14;1400;"p";1360,16494209059;1429,54975289853;1476,41947852582;93739,9251622608;6388,33181584228;85592,5592683063;5707,23085970118;0,0700592654206775;"7";"3";"Apr19"
"24420";3;300;"p";236,923759721931;220,241947813183;2856,32089750985;125722,62376006;4927,68936140931;62063,3619894731;4801,71708984119;0,203270018100739;"7";"3";"Apr19"
"24421";3;300;"p";131,324740632808;79,9756243790176;2997,13769393871;125728,454273497;5043,8484109025;61937,4586423793;4911,78456827597;1,04923985395538;"7";"3";"Apr19"
"24422";3;300;"p";112,719204769026;86,348123974398;2990,09946303777;125776,40925513;4996,47058216304;61931,1777451968;4862,88249342615;11,1205635070801;"7";"3";"Apr19"
"24423";7;700;"p";2868,03463813114;2727,23162241132;24861,7440262278;126085,596972412;16323,807958504;76308,6322935555;15757,7414629747;8,56371741249289;"7";"3";"Apr19"
"24424";11;1100;"p";2825,78534617843;2736,66828692362;24869,9666820452;126122,647756778;16339,4759327809;76277,3184083494;15774,1712665177;3,14464005692534;"7";"3";"Apr19"
"24425";3;300;"p";2657,11016252908;2962,40662831021;24534,2172678158;126396,312545562;16714,9002591556;75953,4188602436;16148,8648115607;8,04610443115234;"7";"3";"Apr19"
"24426";6;600;"p";2573,50743317125;2868,28917176721;24601,2107758658;126452,21148325;16703,0873199519;75918,6837929044;16139,0411018303;5,36632823944092;"7";"3";"Apr19"
"24427";8;800;"p";2585,57117483048;2891,65397703973;24537,5204308051;126462,615029563;16750,5045047531;75894,5751901831;16185,6223548697;5,99329362876264;"7";"3";"Apr19"
"24428";4;400;"p";2601,4802770234;3122,63501217631;23823,5656371399;126693,700416072;17351,3775112053;75525,9559590703;16779,4597384764;0,755522077141504;"7";"3";"Apr19"
"24429";7;700;"p";2576,02839001527;3074,21791974344;23886,6926899435;126695,749822464;17310,4391924809;75537,8844986912;16739,4668678119;4,20332618229025;"7";"3";"Apr19"
"24430";3;300;"p";2561,60926165676;3087,86946919892;23819,9319366025;126732,474714809;17375,2313578672;75490,0746299018;16803,8669983856;2,09370311770458;"7";"3";"Apr19"
"24431";7;700;"p";2695,00675600441;2926,3730777158;22486,6092709397;127076,365095705;18467,337366181;74903,880989467;17883,3862385783;5,41582909585678;"7";"3";"Apr19"
"24432";4;400;"p";2694,66543374157;2896,12675198398;22423,400340614;127099,243949839;18523,1280526819;74870,8370892107;17938,7302122161;9,60959053039551;"7";"3";"Apr19"
"24433";5;500;"p";2569,37985277101;2818,01078115385;22489,8139369309;127192,989292338;18525,5840162798;74797,5727581433;17943,2901540953;4,04507350921631;"7";"3";"Apr19"
"24434";6;600;"p";2576,52340109782;2794,02967481198;22428,4476040399;127208,173261648;18575,9317728652;74771,8702149139;17993,0979805952;4,93890502725008;"7";"3";"Apr19"
"24435";3;300;"p";150,741923025293;828,451643367203;6254,91566774862;129166,999322722;7091,41963593765;69802,9513001335;7368,11855832888;8,32884072930941;"7";"0";"Apr19"
"24436";26;2600;"p";332,901824422753;592,548490635524;3906,91003809997;134234,426227465;4184,08087699187;28035,1196859916;4248,81156919764;1,97485534846348;"7";"3";"Apr19"
"24437";23;2300;"p";261,665309160675;569,263964373404;3941,10624482877;134261,096190059;4205,43838987226;27999,7854973829;4271,30735293893;2,72850082620411;"7";"3";"Apr19"
"24438";3;300;"p";1102,0149128428;104,114898305009;2105,11306313052;136755,878210715;9762,42964525084;65226,2348685564;9781,40831118703;0,13212551176548;"7";"3";"Apr19"
"24439";10;1000;"p";211,328255816197;1017,38887815658;148,806347074904;83225,1094924626;9654,96476242467;101282,480676614;1313,06982528976;0;"7";"3";"May19"
"24440";7;700;"p";197,922380332312;1079,62411507058;151,730256182526;83271,5340938224;9592,65872536576;101221,494434191;1375,4411168339;2,39041141911557;"7";"3";"May19"
"24441";14;1400;"p";177,954154185245;1115,43560320348;152,794027175401;83352,1076122253;9480,65005167567;101112,930690296;1487,35846487729;6,16895197140719;"7";"3";"May19"
"24442";32;3200;"p";1375,70328196432;1444,51588386554;1492,04404228471;93757,9155514566;6400,87700918362;85579,6070304352;5720,25976281221;0,016489054605451;"7";"3";"May19"
"24443";4;400;"p";236,50616146007;222,899081567105;2853,58308301497;125727,8752907;4920,76640288067;62064,4185696988;4794,71455549739;0,203270018100739;"7";"3";"May19"
"24444";4;400;"p";115,317402189156;93,6102418634148;2982,73297244723;125781,90966953;4985,33934136427;61936,2550080476;4851,84138485745;11,1205635070801;"7";"3";"May19"
"24445";4;400;"p";2683,59479340057;3196,10996849056;23827,2872701355;126615,153763747;17305,6788752248;75597,8678969118;16732,5894113011;11,3458547592163;"7";"3";"May19"
"24446";3;300;"p";2648,78729016561;3164,54741067539;23826,6230317411;126648,131155249;17324,2313483536;75567,8680774444;16751,6463568446;11,3458547592163;"7";"3";"May19"
"24447";8;800;"p";2579,83230415281;3075,66461628181;23891,9209920673;126690,357874001;17303,9702672028;75543,9062778943;16732,9892413801;5,09515693809373;"7";"3";"May19"
"24448";8;800;"p";2576,57554584542;3098,04552513416;23828,2973871738;126715,489890709;17360,2593512151;75507,2674068114;16788,7502641608;2,05728757973615;"7";"3";"May19"
"24449";5;500;"p";2679,68742611602;2914,21565803991;22489,3334077107;127089,753548901;18472,3525441539;74892,1241707741;17888,6197024197;6,05575275421143;"7";"3";"May19"
"24450";5;500;"p";2590,14854384849;2837,07605473799;22491,7903309472;127172,814583624;18513,7099614691;74816,4444751452;17931,1596648635;4,04507350921631;"7";"3";"May19"
"24451";3;300;"p";2592,93375325173;2808,22056591566;22427,9228556461;127192,978678545;18568,4062868415;74785,7051489929;17985,3559063766;6,72656135270714;"7";"3";"May19"
"24452";5;500;"p";155,101126685887;825,979260469763;6256,68376312631;129169,977646305;7094,96464145735;69804,2633986324;7371,57486379907;8,07985164232083;"7";"0";"May19"
"24453";9;900;"p";331,104797978809;585,248972997548;3914,4020259463;134241,803279346;4191,31234417025;28027,6173893024;4256,07510231274;2,2022767670827;"7";"3";"May19"
"24454";14;1400;"p";266,374126244672;560,360642127719;3949,15949106713;134269,762828637;4214,42907456331;27991,8303955107;4280,22575259003;2,23650231004355;"7";"3";"May19"
